Código do Equipamento,Equipamento,UF,Município,Rodovia,Km,Coordenadas,Registro INMETRO,Nº de Série
RSB18100020,Redutor Eletrônico de Velocidade,RS,SAO MARCOS,116,"123,264","-51.077411, -29.020926",13999340,10656
RSB18100024,Redutor Eletrônico de Velocidade,RS,SAO MARCOS,116,"113,350","-51.079534, -28.95894",13999338,10683
RSB18100025,Redutor Eletrônico de Velocidade,RS,SAO MARCOS,116,"113,620","-51.07869, -28.96107",13999339,10645
RSB20010204,Redutor Eletrônico de Velocidade,RS,SAO MARCOS,116,"115,775","-51.06805, -28.974917",13999341,10643
RSB20010200,Redutor Eletrônico de Velocidade,RS,SAO MARCOS,116,"115,015","-51.071883, -28.970617",13999383,10644
RSB20020233,Redutor Eletrônico de Velocidade,RS,SAO MARCOS,116,"115,625","-51.069983, -28.974033",13999346,10642
RSB20020258,Redutor Eletrônico de Velocidade,RS,SAO MARCOS,116,"114,905","-51.071216, -28.969557000000002",13999384,10772
RSB21020404,Redutor Eletrônico de Velocidade,RS,SAO MARTINHO,468,"63,770","-53.82315, -27.760583",14445415,11463
RSB21020405,Redutor Eletrônico de Velocidade,RS,SAO MARTINHO,468,"63,770","-53.82315, -27.760583",14445414,11462
RSR20010069,Controlador Eletrônico de Velocidade,RS,SAO PEDRO DO SUL,287,"281,800","-54.1874, -29.636267",14991281,11222
RSR20040089,Controlador Eletrônico de Velocidade,RS,SAO PEDRO DO SUL,287,"281,160","-54.1815, -29.637333",14395672,11221
RSB20040314,Redutor Eletrônico de Velocidade,RS,SAO SEPE,392,"307,280","-53.638058, -30.085672",14446485,11491
RSB20040315,Redutor Eletrônico de Velocidade,RS,SAO SEPE,392,"307,735","-53.640001, -30.08196",14446486,11492
RSB20010222,Redutor Eletrônico de Velocidade,RS,SAO SEPE,392,"297,290","-53.583017, -30.165117",14438054,10947
RSR20030072,Controlador Eletrônico de Velocidade,RS,SAO SEPE,392,"319,130","-53.685554, -29.99645",14139711,11046
RSB20050360,Redutor Eletrônico de Velocidade,RS,SARANDI,386,"133,230","-52.930433, -27.9469",14436937,11390
RSB20050361,Redutor Eletrônico de Velocidade,RS,SARANDI,386,"133,150","-52.93095, -27.946367",14436938,11380
RSB20050350,Redutor Eletrônico de Velocidade,RS,SEBERI,386,"48,150","-53.401917, -27.4726",14445403,11396
RSB20050351,Redutor Eletrônico de Velocidade,RS,SEBERI,386,"48,170","-53.4016, -27.472817",14445402,11420
RSB20050341,Redutor Eletrônico de Velocidade,RS,SEBERI,386,"50,940","-53.39025, -27.493583",14437078,11397
RSB20050367,Redutor Eletrônico de Velocidade,RS,SEBERI,386,"51,290","-53.390133, -27.496583",14437077,11398
RSB20030268,Redutor Eletrônico de Velocidade,RS,SEVERIANO DE ALMEIDA,153,"15,035","-52.079654, -27.432226",13761946,11240
RSB20030269,Redutor Eletrônico de Velocidade,RS,SEVERIANO DE ALMEIDA,153,"15,060","-52.07977, -27.432444",13761945,11052
RSR20060116,Controlador Eletrônico de Velocidade,RS,TRES PASSOS,468,"99,285","-53.915967, -27.473933",14445409,11468
RSB20050366,Redutor Eletrônico de Velocidade,RS,TRES PASSOS,468,"103,330","-53.943133, -27.458333",14445411,11470
RSB20050362,Redutor Eletrônico de Velocidade,RS,TRES PASSOS,468,"103,100","-53.941383, -27.459717",14445410,11469
RSR20060114,Controlador Eletrônico de Velocidade,RS,URUGUAIANA,472,"567,605","-56.98876, -29.74815",14447291,11448
RSB20010218,Redutor Eletrônico de Velocidade,RS,URUGUAIANA,290,"723,850","-57.076267, -29.7481",14446054,11461
RSB20010214,Redutor Eletrônico de Velocidade,RS,URUGUAIANA,472,"522,350","-56.68455, -29.475683",14395680,10938
RSB20010211,Redutor Eletrônico de Velocidade,RS,URUGUAIANA,472,"574,130","-57.0476, -29.7639",14395684,10582
RSB20010212,Redutor Eletrônico de Velocidade,RS,URUGUAIANA,472,"537,060","-56.80805, -29.541233",14395681,11102
RSB20010209,Redutor Eletrônico de Velocidade,RS,URUGUAIANA,472,"576,740","-57.059033, -29.775333",14446762,11487
RSB20010210,Redutor Eletrônico de Velocidade,RS,URUGUAIANA,472,"576,650","-57.0588, -29.774467",14446756,11488
RSB20020253,Redutor Eletrônico de Velocidade,RS,URUGUAIANA,472,"521,920","-56.684717, -29.471733",14395679,11141
RSB20020254,Redutor Eletrônico de Velocidade,RS,URUGUAIANA,472,"538,205","-56.819017, -29.54495",14395682,11258
RSB20020255,Redutor Eletrônico de Velocidade,RS,URUGUAIANA,472,"561,510","-56.933767, -29.7206",14444509,11072
RSB20020256,Redutor Eletrônico de Velocidade,RS,URUGUAIANA,472,"574,150","-57.047733, -29.763717",14395683,10660
RSB20020239,Redutor Eletrônico de Velocidade,RS,VACARIA,285,"117,270","-50.908233, -28.513617",13999392,10786
RSB20020240,Redutor Eletrônico de Velocidade,RS,VACARIA,285,"117,630","-50.911433, -28.512117",13999388,10781
RSB20040311,Redutor Eletrônico de Velocidade,RS,VACARIA,116,"40,220","-50.941235, -28.519921",13559188,10936
RSB20010202,Redutor Eletrônico de Velocidade,RS,VACARIA,116,"9,415","-50.80075, -28.28105",13999389,10911
RSB20010199,Redutor Eletrônico de Velocidade,RS,VACARIA,116,"0,240","-50.7591, -28.21235",13999391,11040
RSB20080394,Redutor Eletrônico de Velocidade,RS,VACARIA,116,"40,480","-50.94284, -28.5215",13559189,10919
RSB20080395,Redutor Eletrônico de Velocidade,RS,VACARIA,285,"123,190","-50.95222, -28.49779",14396354,10964
RSB20080393,Redutor Eletrônico de Velocidade,RS,VACARIA,285,"122,980","-50.95089, -28.49966",14396493,10925
RSB20050338,Redutor Eletrônico de Velocidade,RS,VACARIA,116,"52,875","-51.028, -28.58824",14396353,10782
RSB20050336,Redutor Eletrônico de Velocidade,RS,VACARIA,116,"52,080","-51.02596, -28.58313",14437449,11262
RSB20010226,Redutor Eletrônico de Velocidade,RS,CAPAO DO LEAO,293,"14,460","-52.462183, -31.752067",13571836,11144
RSB20010228,Redutor Eletrônico de Velocidade,RS,CAPAO DO LEAO,293,"15,720","-52.480333, -31.7486",13571838,11129
RSB20010227,Redutor Eletrônico de Velocidade,RS,CAPAO DO LEAO,293,"15,400","-52.476983, -31.749117",13571837,11197
RSB20020249,Redutor Eletrônico de Velocidade,RS,CAPAO DO LEAO,293,"13,960","-52.462192, -31.752069",13571835,11196
MTB19090014,Redutor Eletrônico de Velocidade,MT,PONTES E LACERDA,174,"1,160","-59.323101, -15.248706",13971757,11011
MTB19090015,Redutor Eletrônico de Velocidade,MT,PONTES E LACERDA,174,"1,310","-59.324212, -15.249527",13971756,11194
MTB22020059,Redutor Eletrônico de Velocidade,MT,PONTES E LACERDA,174,"304,770","-59.317727, -15.232585",13971784,11063
MTB22070060,Redutor Eletrônico de Velocidade,MT,PONTES E LACERDA,174,"302,000","-59.312091, -15.247512",11216,13971754
MTB22070061,Redutor Eletrônico de Velocidade,MT,PONTES E LACERDA,174,"3,360","-59.334486, -15.241622",13971755,11021
MTB23030075,Redutor Eletrônico de Velocidade,MT,PONTES E LACERDA,174,"5,300","-59.349165, -15.227129",13971796,10701
MTB23030073,Redutor Eletrônico de Velocidade,MT,PONTES E LACERDA,174,"5,354","-59.349856, -15.225833",13971795,10702
MTB23030070,Redutor Eletrônico de Velocidade,MT,PONTES E LACERDA,174,"0,331","-59.31671, -15.244774",13971792,10590
MTB23030071,Redutor Eletrônico de Velocidade,MT,PONTES E LACERDA,174,"305,926","-59.319215, -15.221383",14399262,11435
MTB23030072,Redutor Eletrônico de Velocidade,MT,ALTO ARAGUAIA,364,"20,900","-53.353537, -17.212458",13971790,10600
MTB23030074,Redutor Eletrônico de Velocidade,MT,ALTO ARAGUAIA,364,"21,150","-53.35624, -17.210456",13971786,10595
MTB20030042,Redutor Eletrônico de Velocidade,MT,ALTO ARAGUAIA,364,"1,325","-53.220795, -17.309866",13971746,11231
MTB20040044,Redutor Eletrônico de Velocidade,MT,ALTO ARAGUAIA,364,"0,460","-53.21496, -17.31535",13971750,11008
MTB20040045,Redutor Eletrônico de Velocidade,MT,ALTO ARAGUAIA,364,"0,570","-53.21585, -17.31461",13971747,10813
MTB20040047,Redutor Eletrônico de Velocidade,MT,ALTO ARAGUAIA,364,"1,270","-53.22018, -17.31",13971751,11006
MTB20040048,Redutor Eletrônico de Velocidade,MT,ALTO ARAGUAIA,364,"0,140","-53.21288, -17.31734",13971749,11043
MTB20040049,Redutor Eletrônico de Velocidade,MT,ALTO ARAGUAIA,364,"0,260","-53.21376, -17.31667",13971748,11045
MTB20040051,Redutor Eletrônico de Velocidade,MT,ALTO GARCAS,364,"55,900","-53.525757, -16.953453",13971753,11167
MTR19090003,Controlador Eletrônico de Velocidade,MT,ALTO GARCAS,364,"55,115","-53.520813, -16.958586",13971752,11038
MSR19100009,Controlador Eletrônico de Velocidade,MS,ANASTACIO,262,"487,858","-55.795635, -20.500423",FISCALTECH,FSCII-6783
MTR23040023,Controlador Eletrônico de Velocidade,MT,BARRA DO GARCAS,070,"59,807","-52.689926, -15.69397",13971794,10588
MTB22020058,Redutor Eletrônico de Velocidade,MT,BARRA DO GARCAS,070,"4,950","-52.29483, -15.87789",13971781,11127
MTB22020056,Redutor Eletrônico de Velocidade,MT,BARRA DO GARCAS,070,"7,400","-52.31823, -15.87818",13971769,11249
MTB19090001,Redutor Eletrônico de Velocidade,MT,BARRA DO GARCAS,070,"6,630","-52.31121, -15.87803",13971745,10835
MTB19090002,Redutor Eletrônico de Velocidade,MT,BARRA DO GARCAS,070,"6,750","-52.31237, -15.87798",13971766,10832
MTS20030032,Controlador Eletrônico Misto,MT,BARRA DO GARCAS,070,"1,230","-52.26386, -15.890227",13971793,11167
MTB19090009,Redutor Eletrônico de Velocidade,MT,CACERES,070,"739,940","-57.67782, -16.10004",13971759,11255
MTB19090010,Redutor Eletrônico de Velocidade,MT,CACERES,070,"740,055","-57.67815, -16.09903",13971758,11003
MTB19110039,Redutor Eletrônico de Velocidade,MT,CACERES,070,"674,160","-57.286908, -16.089462",13971774,11250
MTB20040050,Redutor Eletrônico de Velocidade,MT,CACERES,070,"673,850","-57.285431, -16.087087",13971775,10806
MTR20040014,Controlador Eletrônico de Velocidade,MT,CACERES,070,"695,993","-57.470233, -16.248869", 13971777,11211
MTB22020055,Redutor Eletrônico de Velocidade,MT,CACERES,070,"740,270","-57.678481, -16.09717",13971782,10988
MTR19100008,Controlador Eletrônico de Velocidade,MT,CACERES,070,"698,200","-57.488793, -16.245203",14399181,11619
MTR19100009,Controlador Eletrônico de Velocidade,MT,CACERES,070,"694,800","-57.46203, -16.25361",13971780,11214
MTR19100010,Controlador Eletrônico de Velocidade,MT,CACERES,174,"114,060","-57.863574, -15.842572",13971779,10823
MSR20040015,Controlador Eletrônico de Velocidade,MS,CAMAPUA,060,"204,200","-54.034086, -19.58632",FISCALTECH,FSCII-6787
MSR23080019,Controlador Eletrônico de Velocidade,MS,CAMPO GRANDE,262,"325,600","-54.530908, -20.468585",FISCALTECH,FSCII-6777
MSB23080011,Redutor Eletrônico de Velocidade,MS,CAMPO GRANDE,262,"327,280","-54.546723, -20.465948",15218366,FSCII-6779
MSB23080012,Redutor Eletrônico de Velocidade,MS,CAMPO GRANDE,262,"355,840","-54.678955, -20.547998",FISCALTECH,FSCII-6795
MSR19100008,Controlador Eletrônico de Velocidade,MS,CORUMBA,262,"658,400","-57.019651, -19.661692",FISCALTECH,FSCII-6785
MSR19100010,Controlador Eletrônico de Velocidade,MS,CORUMBA,262,"755,768","-57.642787, -19.180054",FISCALTECH,FSCII-6784
MSB19100007,Redutor Eletrônico de Velocidade,MS,DOURADOS,463,"1,300","-54.816637, -22.259068",15218370,FSCII-6794
MSR23080020,Controlador Eletrônico de Velocidade,MS,FATIMA DO SUL,376,"31,275","-54.480937, -22.390901",FISCALTECH,FSCII-6796
MTR23030021,Controlador Eletrônico de Velocidade,MT,GENERAL CARNEIRO,070,"133,370","-53.21957, -15.590215",13971788,10584
MTR23030020,Controlador Eletrônico de Velocidade,MT,GENERAL CARNEIRO,070,"132,700","-53.215036, -15.590039",14399989,11522
MTB19090028,Redutor Eletrônico de Velocidade,MT,GENERAL CARNEIRO,070,"72,100","-52.794902, -15.698587",14398424,11607
MTR21090015,Controlador Eletrônico de Velocidade,MT,GENERAL CARNEIRO,070,"213,400","-53.826421, -15.707475",13971791,11137
MTR21090016,Controlador Eletrônico de Velocidade,MT,GENERAL CARNEIRO,070,"214,020","-53.827886, -15.702759",13971764,11218
MTR21090017,Controlador Eletrônico de Velocidade,MT,GENERAL CARNEIRO,070,"216,950","-53.847847, -15.683786",13971789 ,10602
MSR19080001,Controlador Eletrônico de Velocidade,MS,JARDIM,267,"481,379","-56.143289, -21.482633",FISCALTECH,FSCII-6789
MSR22120018,Controlador Eletrônico de Velocidade,MS,JARDIM,060,"592,970","-56.150975, -21.485748",15218347,FSCII-6450
MSR19100011,Controlador Eletrônico de Velocidade,MS,MIRANDA,262,"577,470","-56.538253, -20.174774",FISCALTECH,FSCII-6786
MSR19100012,Controlador Eletrônico de Velocidade,MS,MIRANDA,262,"614,455","-56.818271, -20.002053",15218379,FSCII-6799
MSR22120017,Controlador Eletrônico de Velocidade,MS,NIOAQUE,060,"515,540","-55.635452, -21.176146",FISCALTECH,FSCII-6788
MTB19090011,Redutor Eletrônico de Velocidade,MT,NOSSA SENHORA DO LIVRAMENTO,070,"548,375","-56.293342, -15.679181",13971760,11013
MTB19090012,Redutor Eletrônico de Velocidade,MT,NOSSA SENHORA DO LIVRAMENTO,070,"548,800","-56.297317, -15.679222",13971761,11215
MSB19090001,Redutor Eletrônico de Velocidade,MS,NOVA ANDRADINA,267,"125,390","-53.265764, -21.754",15218365,FSCII-6770
MSB20020009,Redutor Eletrônico de Velocidade,MS,PONTA PORA,463,"53,000","-55.26617, -22.38227",FISCALTECH,FSCII-6793
MSB23100013,Redutor Eletrônico de Velocidade,MS,PONTA PORA,463,"107,150","-55.674631, -22.589907",FISCALTECH,FSCII-6920
MSB23100014,Redutor Eletrônico de Velocidade,MS,PONTA PORA,463,"107,150","-55.674631, -22.589907",FISCALTECH,FSCII-6920
MSR19100006,Controlador Eletrônico de Velocidade,MS,PONTA PORA,463,"100,765","-55.624049, -22.620813",FISCALTECH,FSCII-6792
MTR19090006,Controlador Eletrônico de Velocidade,MT,POXOREO,070,"241,900","-54.039085, -15.616698",13971787,10599
MTR19100007,Controlador Eletrônico de Velocidade,MT,POXOREO,070,"242,340","-54.04253, -15.61529",13971762,11014
MSB20040010,Redutor Eletrônico de Velocidade,MS,RIBAS DO RIO PARDO,262,"239,300","-53.758476, -20.457052",15218378,FSCII-6769
MTB22020054,Redutor Eletrônico de Velocidade,MT,RONDONOPOLIS,364,"198,100","-54.62437, -16.505344",13971772,11254
MTB22020057,Redutor Eletrônico de Velocidade,MT,RONDONOPOLIS,364,"200,500","-54.642063, -16.493669",13971767,10979
MSR20050016,Controlador Eletrônico de Velocidade,MS,TERENOS,262,"378,131","-54.841522, -20.471296",15218346,FSCII-6790
MSR19100005,Controlador Eletrônico de Velocidade,MS,TERENOS,262,"382,188","-54.856682, -20.438889",FISCALTECH,FSCII-6791
MSR19100002,Controlador Eletrônico de Velocidade,MS,TRES LAGOAS,158,"268,575","-51.68701, -20.764191",FISCALTECH,FSCII-6778
MSB19100005,Redutor Eletrônico de Velocidade,MS,TRES LAGOAS,262,"4,975","-51.665838, -20.781791",15218377,FSCII-6776
MSB19100006,Redutor Eletrônico de Velocidade,MS,TRES LAGOAS,262,"5,045","-51.666502, -20.781996",15218376,FSCII-6797
MSS19100001,Controlador Eletrônico Misto,MS,TRES LAGOAS,262,"7,038","-51.679125, -20.792428",FISCALTECH,FSCII-6781
MSS19100002,Controlador Eletrônico Misto,MS,TRES LAGOAS,262,"7,821","-51.683427, -20.798855",FISCALTECH,FSCII-6771
MSS19100003,Controlador Eletrônico Misto,MS,TRES LAGOAS,262,"7,090","-51.679125, -20.792428",FISCALTECH,FSCII-6780
MSS19100004,Controlador Eletrônico Misto,MS,TRES LAGOAS,262,"7,070","-51.679125, -20.792428",FISCALTECH,FSCII-6775
MSS19100005,Controlador Eletrônico Misto,MS,TRES LAGOAS,262,"7,055","-51.679125, -20.792428",FISCALTECH,FSCII-6782
MSS19100006,Controlador Eletrônico Misto,MS,TRES LAGOAS,262,"7,881","-51.683427, -20.798855",FISCALTECH,FSCII-6772
MSS19100007,Controlador Eletrônico Misto,MS,TRES LAGOAS,262,"7,859","-51.683427, -20.798855",FISCALTECH,FSCII-6774
MSS19100008,Controlador Eletrônico Misto,MS,TRES LAGOAS,262,"7,835","-51.683427, -20.798855",FISCALTECH,FSCII-6773
MSB19100008,Redutor Eletrônico de Velocidade,MS,TRES LAGOAS,262,"12,000","-51.713057, -20.820431",FISCALTECH,FSCII-6798
MTR23030022,Controlador Eletrônico de Velocidade,MT,PEDRA PRETA,364,"144,020","-54.16115, -16.783391",13971741,11012
MTB23030069,Redutor Eletrônico de Velocidade,MT,NOVA XAVANTINA,158,"653,200","-52.355421, -14.680697",14641854,11437
MTB23020066,Redutor Eletrônico de Velocidade,MT,NOVA XAVANTINA,158,"653,400","-52.356661, -14.68004",14399992,11383
GOB22020024,Redutor Eletrônico de Velocidade,GO,ALVORADA DO NORTE,020,"185,000","-46.461743, -14.44278",14850092,FLICD2002A00446
GOB21110021,Redutor Eletrônico de Velocidade,GO,ALVORADA DO NORTE,020,"185,400","-46.460202, -14.439651",14850093,FLICD2202A00594
GOR23020040,Controlador Eletrônico de Velocidade,GO,APARECIDA DE GOIANIA,060,"45,940","-49.282825, -16.781245",14984777,FLISD2701A00704
GOR23020041,Controlador Eletrônico de Velocidade,GO,APARECIDA DE GOIANIA,060,"45,950","-49.28252, -16.780857",14984776,FLISD2701A00705
TOB23060023,Redutor Eletrônico de Velocidade,TO,ARAGUAINA,153,"152,530","-48.262614, -7.264632", 00000649,L0372
TOB18100001,Redutor Eletrônico de Velocidade,TO,ARAGUAINA,153,"141,220","-48.221437, -7.177579",00000492,L0373
TOR18100002,Controlador Eletrônico de Velocidade,TO,ARAGUAINA,153,"144,990","-48.240837, -7.205481",00000483,L0276
TOB18100002,Redutor Eletrônico de Velocidade,TO,ARAGUAINA,153,"145,420","-48.241841, -7.208441",00000486,L0277
TOR18100003,Controlador Eletrônico de Velocidade,TO,ARAGUAINA,153,"146,790","-48.247823, -7.220233",00000642,L0278
TOB18100003,Redutor Eletrônico de Velocidade,TO,ARAGUAINA,153,"147,000","-48.24797, -7.221336",00000500,L0279
TOR18100004,Controlador Eletrônico de Velocidade,TO,ARAGUAINA,153,"148,380","-48.252769, -7.232804",00000485,L0280
TOB18100006,Redutor Eletrônico de Velocidade,TO,COLINAS DO TOCANTINS,153,"246,250","-48.465997, -8.0413",00000487,L0369
TOR18100006,Controlador Eletrônico de Velocidade,TO,COLINAS DO TOCANTINS,153,"246,720","-48.465867, -8.043278",00000640,L0368
TOR18100007,Controlador Eletrônico de Velocidade,TO,COLINAS DO TOCANTINS,153,"247,180","-48.466696, -8.064448",00000490,L0367
TOB18100007,Redutor Eletrônico de Velocidade,TO,COLINAS DO TOCANTINS,153,"247,510","-48.466554, -8.065387",00000496,L0366
GOB24020028,Redutor Eletrônico de Velocidade,GO,CRISTALINA,251,"30,000","-47.522644, -16.082087",EBG5254885,FLICD0823A00767
GOB24030029,Redutor Eletrônico de Velocidade,GO,CRISTALINA,251,"32,000","-47.531611, -16.066807",EBG5254848,FLICD0823A00768
GOB24030030,Redutor Eletrônico de Velocidade,GO,CRISTALINA,251,"25,420","-47.492381, -16.111064",EBG5254782,FLICD0823A00766
GOB21110022,Redutor Eletrônico de Velocidade,GO,FORMOSA,020,"21,700","-47.162656, -15.546255",14850091,FLICD2202A00595
GOB21110023,Redutor Eletrônico de Velocidade,GO,FORMOSA,020,"21,200","-47.166695, -15.54776",14850090,FLICD2002A00447
GOR20030033,Controlador Eletrônico de Velocidade,GO,GOIANIA,060,"164,350","-49.345927, -16.70579",14255917,FLISD2004A00471
GOR20030034,Controlador Eletrônico de Velocidade,GO,GOIANIA,060,"165,200","-49.352929, -16.710017",14255919,FLISD2004A00492
GOR20030035,Controlador Eletrônico de Velocidade,GO,GOIANIA,060,"165,900","-49.358312, -16.713119",11786732,FLISD2003A00473
GOR20020024,Controlador Eletrônico de Velocidade,GO,GOIANIA,060,"164,200","-49.344444, -16.705278",14255918,FLISD2004A00493
GOR20020028,Controlador Eletrônico de Velocidade,GO,GOIANIA,060,"166,700","-49.365175, -16.717244",11786733,FLISD2003A00472
GOR20020026,Controlador Eletrônico de Velocidade,GO,GUAPO,060,"187,600","-49.53539, -16.825082",11786731,FLISD2003A00475
GOB23070025,Redutor Eletrônico de Velocidade,GO,ITABERAI,070,"189,800","-49.777448, -16.025126",14985048,GOB23070025
GOB20020019,Redutor Eletrônico de Velocidade,GO,ITUMBIARA,452,"187,500","-49.295753, -18.396322",14255950,FLICD2010A00580
GOR20030029,Controlador Eletrônico de Velocidade,GO,JATAI,060,"461,900","-51.633056, -17.874444",14984434,FLISD2004A00494
GOB20020011,Redutor Eletrônico de Velocidade,GO,JATAI,364,"195,450","-51.717441, -17.917577",11786761,FLICD2003A00486
GOB20010003,Redutor Eletrônico de Velocidade,GO,JATAI,364,"195,850","-51.721114, -17.917681",11786762,FLICD2003A00487
GOB20010004,Redutor Eletrônico de Velocidade,GO,JATAI,364,"196,300","-51.726512, -17.919156",11786760,FLICD2003A00488
GOR24010042,Controlador Eletrônico de Velocidade,GO,JATAI,060,"21,100","-51.76345, -17.893171",EBG5254710,FLISD0823A00770
GOR24010043,Controlador Eletrônico de Velocidade,GO,JATAI,060,"21,900","-51.761978, -17.901186",EBG5254770,FLISD0823A00769
