Código do Equipamento,Equipamento,UF,Município,Rodovia,Km,Coordenadas,Registro INMETRO,Nº de Série
PBB19110141,Redutor Eletrônico de Velocidade,PB,CAMPINA GRANDE,230,"157,680","-35.921301, -7.262944",FISCALTECH,FSCII-6010
PBB19110123,Redutor Eletrônico de Velocidade,PB,CAMPINA GRANDE,230,"147,430","-35.862265, -7.239922",14363723,FSCII-6027
PBR19110023,Controlador Eletrônico de Velocidade,PB,CAMPINA GRANDE,230,"137,380","-35.783939, -7.274457",14363769,FSC110-0197
PBB20060150,Redutor Eletrônico de Velocidade,PB,CAMPINA GRANDE,104,"130,500","-35.889679, -7.286539",14363704,FSCII-6079
PBB19020083,Redutor Eletrônico de Velocidade,PB,CATINGUEIRA,361,"42,900","-37.6085, -7.12252",13843873,FSC110-0127
PBB19020084,Redutor Eletrônico de Velocidade,PB,CATINGUEIRA,361,"42,900","-37.6085, -7.12252",13843874,FSC110-0128
PBB19020087,Redutor Eletrônico de Velocidade,PB,CATINGUEIRA,361,"43,600","-37.60841, -7.12836",13843871,FSC110-0125
PBB19020088,Redutor Eletrônico de Velocidade,PB,CATINGUEIRA,361,"43,600","-37.60841, -7.12836",13843872,FSC110-0126
PBB19010053,Redutor Eletrônico de Velocidade,PB,CONDADO,230,"373,900","-37.584, -6.90691",14363772,FSC110-0326
PBB19010054,Redutor Eletrônico de Velocidade,PB,CONDADO,230,"373,900","-37.584, -6.90691",14363766,FSC110-0327
PBB18120040,Redutor Eletrônico de Velocidade,PB,CONDADO,230,"374,950","-37.59555, -6.909617",14363776,FSC110-0325
PBB18120041,Redutor Eletrônico de Velocidade,PB,CONDADO,230,"374,950","-37.59555, -6.909617",13843637,FSC110-0058
PBB18120034,Redutor Eletrônico de Velocidade,PB,CONDADO,230,"376,350","-37.6054, -6.91129",14363765,FSC110-0323
PBB18120035,Redutor Eletrônico de Velocidade,PB,CONDADO,230,"376,350","-37.6054, -6.91129",14363771,FSC110-0324
PBB19110132,Redutor Eletrônico de Velocidade,PB,CRUZ DO ESPIRITO SANTO,230,"61,100","-35.156524, -7.202403",14363731,FSCII-6006
PBB19110133,Redutor Eletrônico de Velocidade,PB,CRUZ DO ESPIRITO SANTO,230,"61,100","-35.156524, -7.202403",14363703,FSCII-6028
PBB19110126,Redutor Eletrônico de Velocidade,PB,GURINHEM,230,"88,670","-35.392288, -7.172907",13843869,FSC110-0162
PBB20020142,Redutor Eletrônico de Velocidade,PB,INGA,230,"117,200","-35.622205, -7.240991",14363730,FSCII-6026
PBB20020143,Redutor Eletrônico de Velocidade,PB,INGA,230,"117,200","-35.622524, -7.240751",14363729,FSCII-6016
PBB19020097,Redutor Eletrônico de Velocidade,PB,ITAPORANGA,361,"107,200","-38.11034, -7.29379",13843694,FSC110-0115
PBB19020098,Redutor Eletrônico de Velocidade,PB,ITAPORANGA,361,"107,200","-38.11034, -7.29379",13843695,FSC110-0116
PBB19020099,Redutor Eletrônico de Velocidade,PB,ITAPORANGA,361,"111,970","-38.14932, -7.30111",13843692,FSC110-0113
PBB19020100,Redutor Eletrônico de Velocidade,PB,ITAPORANGA,361,"111,970","-38.14932, -7.30111",13843849,FSC110-0114
PBB19020085,Redutor Eletrônico de Velocidade,PB,JOAO PESSOA,101,"89,300","-34.899722, -7.177282",13843675,FSC110-0150
PBB19020086,Redutor Eletrônico de Velocidade,PB,JOAO PESSOA,101,"89,900","-34.900718, -7.181754",13843687,FSC110-0151
PBB19030113,Redutor Eletrônico de Velocidade,PB,JOAO PESSOA,230,"17,500","-34.84445, -7.11862",13843685,FSC110-0187
PBB19030114,Redutor Eletrônico de Velocidade,PB,JOAO PESSOA,230,"17,030","-34.842, -7.11516",13843684,FSC110-0186
PBR19110011,Controlador Eletrônico de Velocidade,PB,JOAO PESSOA,230,"20,000","-34.854326, -7.136606",13843889,FSC110-0188
PBR19110012,Controlador Eletrônico de Velocidade,PB,JOAO PESSOA,230,"20,550","-34.851953, -7.140639",13843686,FSC110-0189
PBR19110013,Controlador Eletrônico de Velocidade,PB,JOAO PESSOA,230,"21,800","-34.853482, -7.151744",13843890,FSC110-0190
PBR19110014,Controlador Eletrônico de Velocidade,PB,JOAO PESSOA,230,"21,800","-34.853482, -7.151744",13843891,FSC110-0191
PBB19110136,Redutor Eletrônico de Velocidade,PB,JOAO PESSOA,101,"92,000","-34.907187, -7.200872",14363764,FSCII-6023
PBB19110128,Redutor Eletrônico de Velocidade,PB,JOAO PESSOA,101,"92,360","-34.907837, -7.203201",13843899,FSCII-6000
PBR19100009,Controlador Eletrônico de Velocidade,PB,JOAO PESSOA,230,"16,200","-34.843444, -7.108892",13843683,FSC110-0185
PBB19110138,Redutor Eletrônico de Velocidade,PB,LAGOA SECA,104,"117,360","-35.866217, -7.185963",14363728,FSCII-6003
PBB19010051,Redutor Eletrônico de Velocidade,PB,MALTA,230,"366,300","-37.517391, -6.904495",14363761,FSC110-0342
PBB19010052,Redutor Eletrônico de Velocidade,PB,MALTA,230,"366,300","-37.517391, -6.904495",14363762,FSC110-0343
PBB18120042,Redutor Eletrônico de Velocidade,PB,MALTA,230,"368,000","-37.53085, -6.90553",FISCALTECH,FSCII-6887
PBB18120043,Redutor Eletrônico de Velocidade,PB,MALTA,230,"368,000","-37.53085, -6.90553",FISCALTECH,FSCII-6888
PBR19110020,Controlador Eletrônico de Velocidade,PB,MASSARANDUBA,230,"136,950","-35.780821, -7.275962",14363768,FSC110-0196
PBB19020089,Redutor Eletrônico de Velocidade,PB,OLHO D'AGUA,361,"63,000","-37.754496, -7.2113",13843699,FSC110-0100
PBB19020090,Redutor Eletrônico de Velocidade,PB,OLHO D'AGUA,361,"63,000","-37.754496, -7.2113",13843700,FSC110-0101
PBB19020091,Redutor Eletrônico de Velocidade,PB,OLHO D'AGUA,361,"63,300","-37.75773, -7.21234",FISCALTECH,FSCII-6814
PBB19020092,Redutor Eletrônico de Velocidade,PB,OLHO D'AGUA,361,"63,300","-37.75773, -7.21234",FISCALTECH,FSCII-6815
PBB19020073,Redutor Eletrônico de Velocidade,PB,PATOS,230,"337,300","-37.28437, -7.0081",13843660,FSC110-0140
PBB19020074,Redutor Eletrônico de Velocidade,PB,PATOS,230,"337,300","-37.28437, -7.0081",G7979530-5,FSC110-0141
PBB19020075,Redutor Eletrônico de Velocidade,PB,PATOS,230,"338,150","-37.2937, -7.00686",13843658,FSC110-0142
PBB19020076,Redutor Eletrônico de Velocidade,PB,PATOS,230,"338,150","-37.2937, -7.00686",13843659,FSC110-0143
PBB19020077,Redutor Eletrônico de Velocidade,PB,PATOS,230,"338,450","-37.2974, -7.00666",13843657,FSC110-0133
PBB19020078,Redutor Eletrônico de Velocidade,PB,PATOS,230,"339,200","-37.30276, -7.00402",FISCALTECH,FSCII-6811
PBB18120012,Redutor Eletrônico de Velocidade,PB,PATOS,361,"6,500","-37.31482, -7.03658",14363763,FSC110-0348
PBB18120013,Redutor Eletrônico de Velocidade,PB,PATOS,361,"6,500","-37.31482, -7.03658",14363770,FSC110-0349
PBB18120028,Redutor Eletrônico de Velocidade,PB,PATOS,230,"351,200","-37.39685, -6.94875",13843648,FSC110-0081
PBB18120029,Redutor Eletrônico de Velocidade,PB,PATOS,230,"351,200","-37.39685, -6.94875",14363775,FSC110-0346
PBB18120022,Redutor Eletrônico de Velocidade,PB,PATOS,230,"350,600","-37.39117, -6.94983",H1286421-9,FSC110-0350
PBB18120023,Redutor Eletrônico de Velocidade,PB,PATOS,230,"350,600","-37.39117, -6.94983",13843651,FSC110-0084
PBB19110131,Redutor Eletrônico de Velocidade,PB,PATOS,230,"334,200","-37.25884, -7.01827",14363701,FSCII-6025
PBB20040144,Redutor Eletrônico de Velocidade,PB,PATOS,230,"334,300","-37.260359, -7.017251",14363702,FSCII-6084
PBB19010055,Redutor Eletrônico de Velocidade,PB,PAULISTA,427,"11,500","-37.5689, -6.6704",14363785,FSC110-0317
PBB19010056,Redutor Eletrônico de Velocidade,PB,PAULISTA,427,"11,500","-37.5689, -6.6704",14363786,FSC110-0318
PBR19110015,Controlador Eletrônico de Velocidade,PB,PEDRAS DE FOGO,101,"122,400","-34.98133, -7.45663",13843892,FSC110-0167
PBB19020093,Redutor Eletrônico de Velocidade,PB,PIANCO,361,"82,500","-37.92368, -7.19152",13843867,FSC110-0119
PBB19020094,Redutor Eletrônico de Velocidade,PB,PIANCO,361,"82,500","-37.92368, -7.19152",13843868,FSC110-0120
PBB19020095,Redutor Eletrônico de Velocidade,PB,PIANCO,361,"86,600","-37.95097, -7.20868",FISCALTECH,FSCII-6812
PBB19020096,Redutor Eletrônico de Velocidade,PB,PIANCO,361,"86,600","-37.95097, -7.20868",FISCALTECH,FSCII-6813
PBB19010057,Redutor Eletrônico de Velocidade,PB,POMBAL,230,"405,200","-37.79628, -6.78622",14363741,FSC110-0334
PBB19010058,Redutor Eletrônico de Velocidade,PB,POMBAL,230,"405,200","-37.79628, -6.78622",14363742,FSC110-0335
PBB19010059,Redutor Eletrônico de Velocidade,PB,POMBAL,230,"408,700","-37.79131, -6.7572",14363783,FSC110-0338
PBB19010060,Redutor Eletrônico de Velocidade,PB,POMBAL,230,"408,700","-37.79131, -6.7572",14363784,FSC110-0339
PBB19010061,Redutor Eletrônico de Velocidade,PB,POMBAL,427,"38,100","-37.78164, -6.76167",FISCALTECH,FSCII-6885
PBB19010062,Redutor Eletrônico de Velocidade,PB,POMBAL,427,"38,100","-37.78164, -6.76167",FISCALTECH,FSCII-6886
PBS18120001,Controlador Eletrônico Misto,PB,POMBAL,230,"406,450","-37.79755, -6.77092",14363726,FSCII-6169
PBS18120002,Controlador Eletrônico Misto,PB,POMBAL,230,"406,400","-37.797703, -6.771758",14363725,FSCII-6168
PBR19110021,Controlador Eletrônico de Velocidade,PB,QUEIMADAS,104,"132,030","-35.892042000000004, -7.29964",14363707,FSC110-0170
PBR19110022,Controlador Eletrônico de Velocidade,PB,QUEIMADAS,104,"132,030","-35.892042000000004, -7.29964",14363708,FSC110-0171
PBB19110139,Redutor Eletrônico de Velocidade,PB,QUEIMADAS,104,"138,980","-35.902683, -7.362588",14363724,FSCII-6005
PBB19110140,Redutor Eletrônico de Velocidade,PB,QUEIMADAS,104,"131,180","-35.890694, -7.292896",14363714,FSCII-6004
PBB20040149,Redutor Eletrônico de Velocidade,PB,QUEIMADAS,104,"140,510","-35.898439, -7.374412",14363706,FSCII-6081
PBS20040003,Controlador Eletrônico Misto,PB,QUEIMADAS,104,"139,150","-35.902472, -7.363574",14363709,FSCII-6029
PBS20040004,Controlador Eletrônico Misto,PB,QUEIMADAS,104,"139,150","-35.902472, -7.363574",14363710,FSCII-6030
PBB19110134,Redutor Eletrônico de Velocidade,PB,REMIGIO,104,"90,100","-35.818807, -6.975487",14363720,FSCII-6002
PBB19110127,Redutor Eletrônico de Velocidade,PB,REMIGIO,104,"88,600","-35.805177, -6.972278",14363719,FSCII-6001
PBB19020065,Redutor Eletrônico de Velocidade,PB,SANTA LUZIA,230,"291,000","-36.90942, -6.87334",13843668,FSC110-0146
PBB19020066,Redutor Eletrônico de Velocidade,PB,SANTA LUZIA,230,"291,000","-36.90942, -6.87334",13843669,FSC110-0147
PBB19020067,Redutor Eletrônico de Velocidade,PB,SANTA LUZIA,230,"291,500","-36.91316, -6.87021",13843666,FSC110-0138
PBB19020068,Redutor Eletrônico de Velocidade,PB,SANTA LUZIA,230,"291,500","-36.91316, -6.87021",13843667,FSC110-0139
PBB19020069,Redutor Eletrônico de Velocidade,PB,SANTA LUZIA,230,"293,700","-36.92955, -6.87485",13843664,FSC110-0136
PBB19020070,Redutor Eletrônico de Velocidade,PB,SANTA LUZIA,230,"293,700","-36.92955, -6.87485",13843665,FSC110-0137
PBB19020107,Redutor Eletrônico de Velocidade,PB,SANTANA DOS GARROTES,426,"88,800","-37.98437, -7.38083",13843690,FSC110-0102
PBB19020108,Redutor Eletrônico de Velocidade,PB,SANTANA DOS GARROTES,426,"88,800","-37.98437, -7.38083",13843691,FSC110-0103
PBR19030008,Controlador Eletrônico de Velocidade,PB,SANTA RITA,230,"39,300","-34.974763, -7.140093",13843888,FSC110-0164
PBR19110016,Controlador Eletrônico de Velocidade,PB,SANTA RITA,230,"41,950","-34.99835, -7.145259",13843893,FSC110-0192
PBR19110017,Controlador Eletrônico de Velocidade,PB,SANTA RITA,230,"39,900","-34.979414, -7.141908",13843846,FSCII-6024
PBR22120024,Controlador Eletrônico de Velocidade,PB,SANTA RITA,230,"36,020","-34.948963, -7.126112",13843886,FSC110-0148
PBB19020079,Redutor Eletrônico de Velocidade,PB,SANTA TERESINHA,361,"21,900","-37.43999, -7.08503",13843877,FSC110-0131
PBB19020080,Redutor Eletrônico de Velocidade,PB,SANTA TERESINHA,361,"21,900","-37.43999, -7.08503",13843878,FSC110-0132
PBB19020081,Redutor Eletrônico de Velocidade,PB,SANTA TERESINHA,361,"23,050","-37.450778, -7.08503",13843875,FSC110-0129
PBB19020082,Redutor Eletrônico de Velocidade,PB,SANTA TERESINHA,361,"23,050","-37.450778, -7.08503",13843876,FSC110-0130
PBB18120010,Redutor Eletrônico de Velocidade,PB,SAO JOSE DE ESPINHARAS,110,"66,900","-37.40507, -6.85151",14363743,FSC110-0344
PBB18120011,Redutor Eletrônico de Velocidade,PB,SAO JOSE DE ESPINHARAS,110,"66,900","-37.40507, -6.85151",14363744,FSC110-0345
PBB19020071,Redutor Eletrônico de Velocidade,PB,SAO MAMEDE,230,"313,400","-37.09491, -6.93716",13843662,FSC110-0134
PBB19020072,Redutor Eletrônico de Velocidade,PB,SAO MAMEDE,230,"313,400","-37.09491, -6.93716",13843663,FSC110-0135
PBR19110018,Controlador Eletrônico de Velocidade,PB,SAO MIGUEL DE TAIPU,230,"66,720","-35.198731, -7.185606",13843896,FSC110-0166
PBR19110019,Controlador Eletrônico de Velocidade,PB,SAO MIGUEL DE TAIPU,230,"65,800","-35.195904, -7.184878",13843894,FSC110-0168
PBB19010049,Redutor Eletrônico de Velocidade,PB,SOUSA,230,"462,030","-38.229279, -6.77845",13843612,FSC110-0029
PBB19010050,Redutor Eletrônico de Velocidade,PB,SOUSA,230,"462,030","-38.229279, -6.77845",14363799,FSC110-0315
PBB18120045,Redutor Eletrônico de Velocidade,PB,SOUSA,230,"463,500","-38.24363, -6.77907",14363798,FSC110-0314
PBB18120046,Redutor Eletrônico de Velocidade,PB,SOUSA,230,"463,500","-38.24363, -6.77907",14363797,FSC110-0313
PBB18120018,Redutor Eletrônico de Velocidade,PB,SOUSA,230,"459,000","-38.201622, -6.774896",13843614,FSC110-0031
PBB18120019,Redutor Eletrônico de Velocidade,PB,SOUSA,230,"459,000","-38.201622, -6.774896",14363740,FSC110-0316
PBB18120020,Redutor Eletrônico de Velocidade,PB,SOUSA,230,"464,900","-38.25485, -6.78104",14363795,FSC110-0311
PBB18120021,Redutor Eletrônico de Velocidade,PB,SOUSA,230,"464,900","-38.25485, -6.78104",14363796,FSC110-0312
PBB18120036,Redutor Eletrônico de Velocidade,PB,SOUSA,230,"475,100","-38.31529, -6.83551",14363793,FSC110-0309
PBB18120037,Redutor Eletrônico de Velocidade,PB,SOUSA,230,"475,100","-38.31529, -6.83551",14363794,FSC110-0310
PBB18120038,Redutor Eletrônico de Velocidade,PB,SOUSA,230,"465,400","-38.259615, -6.781364",13843606,FSC110-0023
PBB18120039,Redutor Eletrônico de Velocidade,PB,SOUSA,230,"465,400","-38.259615, -6.781364",14363712,FSC110-0293
PBB18120009,Redutor Eletrônico de Velocidade,PB,UIRAUNA,405,"8,040","-38.415078, -6.514338",14363736,FSC110-0301
PBB18120004,Redutor Eletrônico de Velocidade,PB,UIRAUNA,405,"8,200","-38.415883, -6.515511",14363737,FSC110-0302
PBB18120005,Redutor Eletrônico de Velocidade,PB,UIRAUNA,405,"9,300","-38.41548, -6.52643",13554992,FSC110-0007
PBB18120006,Redutor Eletrônico de Velocidade,PB,UIRAUNA,405,"9,300","-38.41548, -6.52643",13554993,FSC110-0303
PIR20010022,Controlador Eletrônico de Velocidade,PI,MARCOLANDIA,316,"410,600","-40.714943, -7.408458",00000499, L0380
PIB18120006,Redutor Eletrônico de Velocidade,PI,BRASILEIRA,343,"166,700","-41.782223, -4.130429",: 00000530,L0474
PEB20020015,Redutor Eletrônico de Velocidade,PE,ARCOVERDE,232,"252,600","-37.06701, -8.42968",15233321,516301300
PEB20020019,Redutor Eletrônico de Velocidade,PE,ARCOVERDE,232,"252,000","-37.0624, -8.43029",15233323,516300947
PEB20030032,Redutor Eletrônico de Velocidade,PE,ARCOVERDE,232,"250,600","-37.05182, -8.42324",15233324,516300829
PEB20020022,Redutor Eletrônico de Velocidade,PE,BELO JARDIM,232,"180,000","-36.420958, -8.343294",15233306,516301413
PEB20020027,Redutor Eletrônico de Velocidade,PE,CAETES,424,"68,500","-36.627444, -8.774417",15231884,516300809
PEB20020011,Redutor Eletrônico de Velocidade,PE,CARPINA,408,"63,700","-35.238625, -7.845158",15233388,516301397
PEB20020016,Redutor Eletrônico de Velocidade,PE,CARUARU,104,"67,000","-35.987431, -8.295501",15231868,516300968
PEB20020014,Redutor Eletrônico de Velocidade,PE,CARUARU,104,"39,100","-36.042999, -8.080262",15231875,516300940
PEB20020020,Redutor Eletrônico de Velocidade,PE,CARUARU,232,"131,100","-36.0027, -8.30241",15231877,516301400
PER20050036,Controlador Eletrônico de Velocidade,PE,CARUARU,104,"66,000","-35.98397, -8.287497",15231869,516301291
PER20050035,Controlador Eletrônico de Velocidade,PE,CARUARU,104,"72,000","-35.981335, -8.333359",15231871,516301388
PEB20020023,Redutor Eletrônico de Velocidade,PE,CUSTODIA,232,"332,300","-37.64027, -8.0861",15231897,516300811
PER20020024,Controlador Eletrônico de Velocidade,PE,GARANHUNS,423,"93,500","-36.468, -8.872861",15231889,516300955
PER20020025,Controlador Eletrônico de Velocidade,PE,GARANHUNS,423,"94,400","-36.476611, -8.878111",15231891,516301066
PEB20020028,Redutor Eletrônico de Velocidade,PE,GARANHUNS,424,"89,200","-36.50412, -8.8919",15231895,516301374
PER20020026,Controlador Eletrônico de Velocidade,PE,GARANHUNS,423,"95,100","-36.480703, -8.878987",15231893,516301506
PER20030027,Controlador Eletrônico de Velocidade,PE,GARANHUNS,423,"96,400","-36.491456, -8.881119",15231886,516301419
PEB23020040,Redutor Eletrônico de Velocidade,PE,GARANHUNS,424,"94,800","-36.489712, -8.92316",15444832,516301380
PER20020001,Controlador Eletrônico de Velocidade,PE,GOIANA,101,"2,100","-34.994053, -7.519196",15233372,516301596
PER20020003,Controlador Eletrônico de Velocidade,PE,GOIANA,101,"7,000","-34.991005, -7.558719",15233374,516301693
PER20020009,Controlador Eletrônico de Velocidade,PE,IGARASSU,101,"40,000","-34.917055, -7.81942",15233385,516301377
PER20020010,Controlador Eletrônico de Velocidade,PE,IGARASSU,101,"40,020","-34.916339, -7.821452",15233386,516300784
PEB20020003,Redutor Eletrônico de Velocidade,PE,IGARASSU,101,"43,600","-34.909015, -7.853667",Não informado,516300758
PEB20020004,Redutor Eletrônico de Velocidade,PE,IGARASSU,101,"44,600","-34.907522, -7.862119",15444819,516300831
PER20020011,Controlador Eletrônico de Velocidade,PE,IGARASSU,101,"45,700","-34.90624, -7.871419",15444821,516301606
PEB20020008,Redutor Eletrônico de Velocidade,PE,JABOATAO DOS GUARARAPES,101,"80,000","-34.942931, -8.152049",15233368,516301460
PEB20020009,Redutor Eletrônico de Velocidade,PE,JABOATAO DOS GUARARAPES,101,"80,500","-34.940853, -8.157565",15233399,516301301
PEB20030031,Redutor Eletrônico de Velocidade,PE,JABOATAO DOS GUARARAPES,101,"78,300","-34.946973, -8.139566",15233364,516301811
PER21070042,Controlador Eletrônico de Velocidade,PE,JABOATAO DOS GUARARAPES,101,"77,300","-34.944959, -8.130724",15444796,516300902
PEB20020018,Redutor Eletrônico de Velocidade,PE,NAZARE DA MATA,408,"52,200","-35.234132, -7.748185",15270921,516301424
PER20030028,Controlador Eletrônico de Velocidade,PE,PALMARES,101,"184,500","-35.576976, -8.676147",15270923,516301417
PEB20020017,Redutor Eletrônico de Velocidade,PE,PANELAS,104,"118,700","-36.022413, -8.693813",15231880,516301457
PEB20050036,Redutor Eletrônico de Velocidade,PE,PANELAS,104,"119,400","-36.020752, -8.696961",15231882,516301420
PER21070046,Controlador Eletrônico de Velocidade,PE,PESQUEIRA,232,"212,000","-36.71342, -8.373181",15444825,516300165
PER20020023,Controlador Eletrônico de Velocidade,PE,PETROLINA,407,"122,400","-40.54603, -9.3615",15271107,516300927
PEB20030034,Redutor Eletrônico de Velocidade,PE,PETROLINA,407,"125,000","-40.533282, -9.379956",não informado,516301389
PEB20060037,Redutor Eletrônico de Velocidade,PE,PETROLINA,407,"129,500","-40.5044, -9.40584",não informado,516301217
PER20030030,Controlador Eletrônico de Velocidade,PE,RECIFE,101,"74,500","-34.947996, -8.107494",15444795,516301396
PEB20030029,Redutor Eletrônico de Velocidade,PE,RECIFE,101,"75,200","-34.945473, -8.112819",15233360,516301313
PER20020013,Controlador Eletrônico de Velocidade,PE,RECIFE,101,"56,900","-34.915928, -7.963434",15444841,516301805
PER20020014,Controlador Eletrônico de Velocidade,PE,RECIFE,101,"57,030","-34.916782, -7.965263",15444843,516301829
PER20020015,Controlador Eletrônico de Velocidade,PE,RECIFE,101,"60,200","-34.933656, -7.987357",15233310,516301835
PER20020016,Controlador Eletrônico de Velocidade,PE,RECIFE,101,"61,200","-34.93808, -7.9941",15444845,516301803
PER20020017,Controlador Eletrônico de Velocidade,PE,RECIFE,101,"63,400","-34.938348, -8.012676",15233261,516301842
PEB20020007,Redutor Eletrônico de Velocidade,PE,RECIFE,101,"65,500","-34.942901, -8.030256",15444838,516301353
PER20040032,Controlador Eletrônico de Velocidade,PE,RECIFE,101,"70,900","-34.936936, -8.074532",15233343,516301818
PER20040033,Controlador Eletrônico de Velocidade,PE,RECIFE,101,"72,600","-34.946806, -8.090222",15233351,516300987
PER21070044,Controlador Eletrônico de Velocidade,PE,RECIFE,101,"59,900","-34.931601, -7.981625",15233308,516300928
PER20050034,Controlador Eletrônico de Velocidade,PE,RECIFE,101,"71,200","-34.943114, -8.079413",15444834,516301859
PER22100048,Controlador Eletrônico de Velocidade,PE,RECIFE,101,"71,900","-34.946277, -8.0867",15233349,516301858
PEB23030042,Redutor Eletrônico de Velocidade,PE,RECIFE,101,"58,700","-34.923881, -7.975969",15444804,516301814
PER24040052,Controlador Eletrônico de Velocidade,PE,RECIFE,101,"73,400","-34.949985, -8.096907",não informado,516300889
PER24040053,Controlador Eletrônico de Velocidade,PE,RECIFE,101,"73,760","-34.949965, -8.099491",não informado,516301719
PER23020050,Controlador Eletrônico de Velocidade,PE,SALGUEIRO,232,"509,180","-39.13111, -8.065235",15444827,5163000830
PEB20020012,Redutor Eletrônico de Velocidade,PE,SALGUEIRO,116,"26,200","-39.133731, -8.071211",15271109,516300883
PEB20020013,Redutor Eletrônico de Velocidade,PE,SALGUEIRO,116,"27,100","-39.130997, -8.079319",15271111,516300994
PEB20020025,Redutor Eletrônico de Velocidade,PE,SALGUEIRO,232,"507,100","-39.117117, -8.061603",15271103,516300973
PEB20020026,Redutor Eletrônico de Velocidade,PE,SALGUEIRO,232,"508,290","-39.123477, -8.062822",15271105,516301079
PER21070047,Controlador Eletrônico de Velocidade,PE,SALOA,423,"131,600","-36.762381, -8.962729",15231888,516300172
PEB24010043,Redutor Eletrônico de Velocidade,PE,SAO LOURENCO DA MATA,408,"89,260","-35.080039, -7.983544",não informado,516300664
PEB24010044,Redutor Eletrônico de Velocidade,PE,SAO LOURENCO DA MATA,408,"89,700","-35.076137, -7.988677",não informado,516301218
PEB23020041,Redutor Eletrônico de Velocidade,PE,SERRA TALHADA,232,"408,240","-38.282654, -7.983305",15444829,516301378
PEB20020024,Redutor Eletrônico de Velocidade,PE,SERRA TALHADA,232,"409,280","-38.292085, -7.981784",15444831,516301444
PEB20020021,Redutor Eletrônico de Velocidade,PE,SERRA TALHADA,232,"410,810","-38.306341, -7.980777",15271101,516301412
PEB20030033,Redutor Eletrônico de Velocidade,PE,SERRA TALHADA,232,"407,700","-38.2767, -7.98444",15231899,516301425
PER23120051,Controlador Eletrônico de Velocidade,PE,TRACUNHAEM,408,"59,200","-35.242882, -7.80858",15398969,516300890
PEB22070038,Redutor Eletrônico de Velocidade,PE,ABREU E LIMA,101,"47,800","-34.903654, -7.89076",15444822,516301461
PEB22070039,Redutor Eletrônico de Velocidade,PE,ABREU E LIMA,101,"47,800","-34.903591, -7.889988",15032991,516301351
PER20020012,Controlador Eletrônico de Velocidade,PE,ABREU E LIMA,101,"48,500","-34.902933, -7.896515",15233340,516301823
PEB20020006,Redutor Eletrônico de Velocidade,PE,ABREU E LIMA,101,"50,550","-34.899417, -7.914068",15444824,516301384
PER20020007,Controlador Eletrônico de Velocidade,PE,ITAPISSUMA,101,"30,000","-34.942896, -7.738438",15233378,516301382
PER20060039,Controlador Eletrônico de Velocidade,PE,ITAPISSUMA,101,"37,700","-34.926422, -7.802312",15444840,516301423
ALB18090020,Redutor Eletrônico de Velocidade,AL,ESTRELA DE ALAGOAS,316,"134,340","-36.80932, -9.389732",15268401,2300104
MGR22120159,Controlador Eletrônico de Velocidade,MG,CATUJI,116,"208,000","-41.51808, -17.307757",15105751,FSCII6696
MGB19120047,Redutor Eletrônico de Velocidade,MG,CATUJI,116,"206,930","-41.517541, -17.29905",14808625,2300014
MGR18110048,Controlador Eletrônico de Velocidade,MG,CATUJI,116,"222,400","-41.515704, -17.425485",15263517,2300128
MGR18110049,Controlador Eletrônico de Velocidade,MG,CATUJI,116,"222,400","-41.515704, -17.425485",15263517,2300128
MGB21070108,Redutor Eletrônico de Velocidade,MG,SANTANA DO PARAISO,381,"250,530","-42.52189, -19.4544",14438489,11608
ALB18080013,Redutor Eletrônico de Velocidade,AL,AGUA BRANCA,423,"79,000","-37.9834, -9.330181",0,2300123
ALR18090004,Controlador Eletrônico de Velocidade,AL,ATALAIA,316,"238,300","-36.046872, -9.504031",15268412,2300116
ALR18090005,Controlador Eletrônico de Velocidade,AL,ATALAIA,316,"242,400","-36.01883, -9.50793",15268411,2300117
ALR18080003,Controlador Eletrônico de Velocidade,AL,ATALAIA,316,"243,080","-36.006498, -9.509324",0,2300120
ALB18090027,Redutor Eletrônico de Velocidade,AL,ATALAIA,316,"244,840","-36.00168, -9.515019",15268418,2300125
ALB18090034,Redutor Eletrônico de Velocidade,AL,ATALAIA,316,"244,380","-36.003876, -9.511515",11474346,BRI1697
ALB20030049,Redutor Eletrônico de Velocidade,AL,ATALAIA,316,"248,700","-35.982565, -9.545458",14057351,BRI1224
ALB19010044,Redutor Eletrônico de Velocidade,AL,BELEM,316,"179,100","-36.496767, -9.584023",0,2300119
ALB18090026,Redutor Eletrônico de Velocidade,AL,BELEM,316,"184,100","-36.456993, -9.590746",15098895,2300107
ALB18090022,Redutor Eletrônico de Velocidade,AL,BRANQUINHA,104,"46,160","-36.012441, -9.241406",0,2300161
ALB18090019,Redutor Eletrônico de Velocidade,AL,CACIMBINHAS,316,"114,230","-36.989922, -9.404473",15268403,2300105
ALB18120040,Redutor Eletrônico de Velocidade,AL,CACIMBINHAS,316,"121,470","-36.924599, -9.400028",15268402,2300102
ALB18090018,Redutor Eletrônico de Velocidade,AL,DOIS RIACHOS,316,"102,960","-37.089685, -9.38946",0,2300115
ALR20050011,Controlador Eletrônico de Velocidade,AL,FLEXEIRAS,101,"50,800","-35.757673, -9.244096",0,2300146
ALB19010045,Redutor Eletrônico de Velocidade,AL,INHAPI,423,"50,900","-37.732199, -9.265125",0,2300118
ALS19010002,Controlador Eletrônico Misto,AL,MACEIO,104,"95,325","-35.79108, -9.540599",0,2300114
